"","site2","order2","site1","order1","dist"
"1","Lewisetta",9,"W5_NH",7,3.6415
"2","Lewisetta",9,"W4_VA",4,0.871
"3","Lewisetta",9,"W6_ME",8,4.4849
"4","Lewisetta",9,"S2_DEBY",6,4.4248
"5","Lewisetta",9,"Lewisetta",9,0
"6","Lewisetta",9,"W3_FL",3,4.415
"7","Lewisetta",9,"W2_LA",2,2.3488
"8","Lewisetta",9,"YorkRiver",10,4.7442
"9","Lewisetta",9,"W1_TX",1,3.682
"10","Lewisetta",9,"S1_LOLA",5,0.2657
"11","S1_LOLA",5,"YorkRiver",10,4.765
"12","S1_LOLA",5,"W6_ME",8,4.4452
"13","S1_LOLA",5,"Lewisetta",9,0.2657
"14","S1_LOLA",5,"W2_LA",2,2.5568
"15","S1_LOLA",5,"W5_NH",7,3.6011
"16","S1_LOLA",5,"S2_DEBY",6,4.4421
"17","S1_LOLA",5,"W3_FL",3,4.5655
"18","S1_LOLA",5,"W1_TX",1,3.8245
"19","S1_LOLA",5,"S1_LOLA",5,0
"20","S1_LOLA",5,"W4_VA",4,0.9453
"21","S2_DEBY",6,"S2_DEBY",6,0
"22","S2_DEBY",6,"Lewisetta",9,4.4248
"23","S2_DEBY",6,"W3_FL",3,5.3267
"24","S2_DEBY",6,"W1_TX",1,5.2305
"25","S2_DEBY",6,"W5_NH",7,4.6872
"26","S2_DEBY",6,"W4_VA",4,4.4123
"27","S2_DEBY",6,"W6_ME",8,5.5879
"28","S2_DEBY",6,"S1_LOLA",5,4.4421
"29","S2_DEBY",6,"W2_LA",2,5.045
"30","S2_DEBY",6,"YorkRiver",10,0.9337
"31","W1_TX",1,"W5_NH",7,3.8943
"32","W1_TX",1,"S1_LOLA",5,3.8245
"33","W1_TX",1,"W2_LA",2,2.6767
"34","W1_TX",1,"W4_VA",4,3.6098
"35","W1_TX",1,"W1_TX",1,0
"36","W1_TX",1,"S2_DEBY",6,5.2305
"37","W1_TX",1,"Lewisetta",9,3.682
"38","W1_TX",1,"W6_ME",8,5.0928
"39","W1_TX",1,"YorkRiver",10,5.3969
"40","W1_TX",1,"W3_FL",3,2.4872
"41","W2_LA",2,"W3_FL",3,4.0055
"42","W2_LA",2,"W5_NH",7,4.3065
"43","W2_LA",2,"W4_VA",4,2.4264
"44","W2_LA",2,"S1_LOLA",5,2.5568
"45","W2_LA",2,"W1_TX",1,2.6767
"46","W2_LA",2,"W2_LA",2,0
"47","W2_LA",2,"Lewisetta",9,2.3488
"48","W2_LA",2,"YorkRiver",10,5.2541
"49","W2_LA",2,"W6_ME",8,5.3039
"50","W2_LA",2,"S2_DEBY",6,5.045
"51","W3_FL",3,"W4_VA",4,4.2946
"52","W3_FL",3,"S2_DEBY",6,5.3267
"53","W3_FL",3,"YorkRiver",10,5.4765
"54","W3_FL",3,"W1_TX",1,2.4872
"55","W3_FL",3,"W6_ME",8,4.6237
"56","W3_FL",3,"W2_LA",2,4.0055
"57","W3_FL",3,"W3_FL",3,0
"58","W3_FL",3,"S1_LOLA",5,4.5655
"59","W3_FL",3,"Lewisetta",9,4.415
"60","W3_FL",3,"W5_NH",7,4.3253
"61","W4_VA",4,"W3_FL",3,4.2946
"62","W4_VA",4,"S1_LOLA",5,0.9453
"63","W4_VA",4,"W6_ME",8,3.9157
"64","W4_VA",4,"Lewisetta",9,0.871
"65","W4_VA",4,"W5_NH",7,3.5984
"66","W4_VA",4,"W4_VA",4,0
"67","W4_VA",4,"W2_LA",2,2.4264
"68","W4_VA",4,"YorkRiver",10,4.6445
"69","W4_VA",4,"W1_TX",1,3.6098
"70","W4_VA",4,"S2_DEBY",6,4.4123
"71","W5_NH",7,"W2_LA",2,4.3065
"72","W5_NH",7,"W4_VA",4,3.5984
"73","W5_NH",7,"W5_NH",7,0
"74","W5_NH",7,"W3_FL",3,4.3253
"75","W5_NH",7,"YorkRiver",10,4.4686
"76","W5_NH",7,"W6_ME",8,4.3524
"77","W5_NH",7,"S2_DEBY",6,4.6872
"78","W5_NH",7,"S1_LOLA",5,3.6011
"79","W5_NH",7,"Lewisetta",9,3.6415
"80","W5_NH",7,"W1_TX",1,3.8943
"81","W6_ME",8,"W3_FL",3,4.6237
"82","W6_ME",8,"S1_LOLA",5,4.4452
"83","W6_ME",8,"S2_DEBY",6,5.5879
"84","W6_ME",8,"Lewisetta",9,4.4849
"85","W6_ME",8,"YorkRiver",10,5.5865
"86","W6_ME",8,"W5_NH",7,4.3524
"87","W6_ME",8,"W1_TX",1,5.0928
"88","W6_ME",8,"W6_ME",8,0
"89","W6_ME",8,"W4_VA",4,3.9157
"90","W6_ME",8,"W2_LA",2,5.3039
"91","YorkRiver",10,"W3_FL",3,5.4765
"92","YorkRiver",10,"S2_DEBY",6,0.9337
"93","YorkRiver",10,"S1_LOLA",5,4.765
"94","YorkRiver",10,"W1_TX",1,5.3969
"95","YorkRiver",10,"W4_VA",4,4.6445
"96","YorkRiver",10,"W2_LA",2,5.2541
"97","YorkRiver",10,"W6_ME",8,5.5865
"98","YorkRiver",10,"W5_NH",7,4.4686
"99","YorkRiver",10,"Lewisetta",9,4.7442
"100","YorkRiver",10,"YorkRiver",10,0
